ID,English,Others,Japanese
lagsghostlist,"Mac, I'm not able to create asylum level. Maybe you and Harleen could go to Hillford Asylum and take a few pictures for me it would be great.                                    One more thing. Here are list of all ghost I've come up with. While you both are there you could work on some animations too.                            1.Powderghost                                               2.Cuppon                                                               3.Sly                                                            4.Hauntlanak                                                                   5.Bloody Hannah                                                               6.Bannership                                                             7.VSync                                                                      8.SuckingB's                                                           9.Illusion                                                                           10.NurseGhost                                                                                   11.Masked Lady                                                        12.8ft Lady                                                                                                          That's all I can come up with if I find more ghost on our investigation I will let you know.","Masuo,                                                                  Go to Hirakawa Asyslum and make Hinata do these cosplays. I need animations to work with so  make sure to fuck her in every costume.                 1.Powderghost                                               2.Cuppon                                                               3.Sly                                                            4.Hauntlanak                                                                   5.Bloody Hannah                                                               6.Bannership                                                             7.VSync                                                                      8.SuckingB's                                                           9.Illusion                                                                           10.NurseGhost                                                                                   11.Masked Lady                                                        12.8ft Lady                                                                                                          That's all I can come up with if I find more ghost on our investigation I will let you know.",ますおくん、亡命レベルを作成できません。冬月さんと一緒に平川精神病院に行って、写真をいくつか撮ってもらえますか？そこにいる間、さまざまな幽霊のコスプレで彼女とセックスしている自分の記録も撮ってください。
raiseharname,Harleen Fisher,Hinata Fuyutsuki,冬月ひなた
raiseharage,23,23,23
raiseharbreast,Breasts - 144 cm,Breasts - 144 cm,おっぱい-144 cm
raiseharhips,Waist - 78 cm,Waist - 78 cm,ウエスト-78cm
raiseharbutt,Butt – 122 cm,Butt – 122 cm,尻-122cm
raiseharcurrent,250 coins,250 coins,250円
raiseharrequest,400 coins,400 coins,400円
raiseharapproved,+10 coins,+10 coins,+10円
raiseharterm,Not co-operating,Not co-operating,協力しない
raiseharreject,Terminated...,Terminated...,解雇されました！
tessletter,"Miss Foster,                                                                  I know you are collecting information to help your boyfriend's video game development Well, you must be aware of rumour You know... About the ghost in Class 1-2. If you visit it after midnight you will be able to see that ghost for yourself.                                                                                      It will not be easy to catch it so I will be there to help you catch the ghost.                                                                           Your well-wisher..","Tatsukachan,                                                                                         Come to the university after mid-night. I'm absolutely want to help you catch a ghost and definitely not fuck you. I'm in Class 1-2 waiting for you. Don't tell anyone about it or stick it up a wall so anyone could read it.                                                                                                                    A guy who want to fuck you...","藤森さん,                                                                    あなたが自分で幽霊を捕まえようとしているのは知っています。まあ、あなたは幸運です。夜中にクラス1から2を徘徊している弱い幽霊がいます。必ず一人で来てください。捕まえるのを手伝ってあげるよ。"
sabrinaletter,"Hey, you jerk! I'm gone out of the city for a few months and you tricked my little sister into a relationship with you.                                             What is this K.T.E? You have been fucking her ass in the name of it. She is naive. You can fool her but no me.                                                                               Come to her room after you have caught the ghost. I wanna see myself if you really love her or not.","Hey you jerk!                                                                   I know you have been using my sister as your ona hole. It's my job to be everyone's ona hole not hers. She said you fuck good. Well, I refuse to believe it until I see it myself.                                                           Come to her room after you are done fucking the ghost.",おい、この野郎！私は数か月間街を離れているのに、あなたは私の妹を関係に陥らせます。                               このKTEは何ですか？あなたはその名目で彼女のお尻を犯してきました。彼女は純朴です。あなたは彼女を騙すことはできますが、私を騙すことはできません。                                                           私たちの家に幽霊を捕まえたら、彼女の部屋に来てください。あなたの愛が真実かどうか、私自身を見たいです。
projectdalname,PROJECT DAHLIA,CLONE PROJECT,プロジェクト・ダリア
projectdalinfo1,"After my efforts for so many years I finally made machine that can make a clone of anyone. A few weeks later, Mr. Hillford come us to make clone of his late wife. I told him I need a her body to make a clone of. With that he given us well preserved body of Mrs. Hillford. She was a beautiful giant lady. It took sometime but the machine created a living clone of her. I had my doubts about this project but my first cloning was a success. There was something different about this specimen. She possessed incredible strength. Way better than any human.",I created a cloning machine. Mr. Hirakawa wants me to make a clone of his dead wife which he got after wishing from a magical treasure. I successfully made a clone of her. I noticed she beautifual and stronger than any human. So decided to make more clones of her.,何年も経って、ついに誰のクローンも作れる機械を作りました。数週間後、平川さまは私たちに彼の妻のクローンを作るよう打診した。私は彼に、そのためには彼女の元の体が必要だと言いました。それで、彼は私たちに彼女の保存状態の良い体を提供してくれました。彼女は背が高くて美しい女性でした。機械は時間はかかりましたが、彼女のクローンを作成することに成功しました。私は彼女について何かが違うことに気づきました。彼女は人間としては信じられないほど強いです。
projectdalinfo2,"I requested Mr. Hillford to let me keep her corpse under the pretence preserving it better. I soon realized if I made her infant clones, they mutate and have slight different quirks. But... all of them couldn't survive more than a week. Still I didn't give up and finally created twins. Upon conducting a study I learnt one of them might have X-ray vision and the other possesses super reflex. Both of them are as strong as a human adult. Unfortunately, after more than 20 years of cloning Mrs. Hillford body has perished. I can't create new clones any more.",I soon started making baby version of her clones instead of adult one after learning they may have slight different quirks than her. All but two clones survive. One is going to a protagonist of a video game in the future and other will be most hated mini game character because of her cheating X-ray vision. I can no longer create any more clones as her original body was disintegrated.,私は平川さまをリクエストしました。と言って、遺体の保存を良くするという名目で遺体を保管させてもらいました。彼女を実験しているうちに、もし彼女の幼児のクローンを作ったら、彼らは彼女とは少し異なる癖を持つだろうと推測しました。しかし、どれも一週間以上生き延びることができなかった。何度も試みた結果、ついにツインクローンを作成することができました。彼らを少し研究してみると、そのうちの1人はX線視力を持っており、もう1人は超人的な反射神経を持っていることがわかりました。2人とも、その年齢で成人と同じくらいの力を持っています。20年以上が経ち、彼女の体は滅び、私たちはこれ以上クローンを作ることができなくなりました。
namedrburwick,Dr. Theodore Burwick,Dr. Takeru Kubo,
harleendiary1,"Sylvia sent me photos from our last night out. My boyfriend got the courier but luckily my face was not visible in first few photos so he thought it was someone else is in the photos.                                      After watching them myself, it was all clear to me. My crouch was covered in cum that morning. But it wasn't because it was stained from Sylvia's bloated belly. She let someone fuck me and cum inside me. I was so mad at her but she told me she did it because I look tensed. I told her I didn't like in one bit.                                                                           Few days later I received a letter from a stranger. He told me he was the one who fucked me. He told me wanted to go a date with me Sylvia told him I wasn't interest but will let him fuck me for 100 coins. He told me about her further intentions of selling my ass out for money and advised me not stick along with her any more.                                                                     I was furious at her because what she did. I cut ties with her since then.                                                      I wanted to get rid of this photos before my boyfriend find it suspicious but they are too good. I think keep them in this secret picture diary.","Sumire sent me photos from our last night out. My boyfriend received the courier but luckily my face was not visible in first few photos. He thought it was someone else in them.                                                                                        After watching them myself, I realized someone actually took my virginity last night. She let her friend use me like a cum dumpster. When I called her to ask about it she told me she did it to because I looked tense. I told her not to do it ever again.                                                          Same night, I received a message from the guy who fucked me last night. I wanted to scold him for his action but he interrupt and told that Sumire sold my ass out for 100 coins. She was planning to do it again for money. It was not new for me. My boyfriend advised me to sleep with my boss to get raise but I refused so I was used to people like her. I was happy he didn't black mailed me but gave spoilers about me working with him after next two years. I kept these photos to recognize him if I meet him again.",すみれさんが昨日の夜の外出の写真を送ってきました。中にはエッチな写真もいくつかありました。幸いなことに私の顔は隠れていたので、彼氏は別人だと思ったようです。                                                                           それらを見た後、すみれが私を一晩中誰かに犯させたので、私のしゃがみが精液で覆われていたことに気づきました。彼氏に知られたくないなら、彼女はお金を要求しました。私は彼女が要求した金額を持っていなかったので心配していました。                                                             数日後、また手紙を受け取りました。最悪の事態に備えて開けてみたら、先週私を犯した男からのものだった。彼は、すみれが私の尻を100円で売った、たとえ私が彼女にお金を払ったとしても、彼女はまだ私の写真をオンラインで売るつもりだと言いました。私はそれを読んでショックを受けましたが、彼は私の写真をすべて処分し、私に対する気持ちを表明したと保証してくれました。これらの写真をどうすればいいのかわかりませんが、秘密の日記に残しておくことにしました。
